CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0179,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,68.54,156.21,Yes
CUST0180,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,68.82,491.9,No
CUST0181,Male,0,No,No,17,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,78.08,1336.64,No
CUST0182,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.84,1325.59,No
CUST0183,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,78.43,323.21,Yes
CUST0184,Male,1,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,87.37,1399.2,Yes
CUST0185,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,77.54,78.62,No
CUST0186,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,112.65,1488.83,Yes
CUST0187,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,83.74,3007.9,No
CUST0188,Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card,78.08,219.67,No
CUST0189,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,99.78,2190.98,No
CUST0190,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,112.39,577.19,Yes
CUST0191,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,97.61,3.67,Yes
CUST0192,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.6,2183.74,No
CUST0193,Female,1,Yes,Yes,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.14,182.51,Yes
CUST0194,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,34.65,505.9,No
CUST0195,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,85.79,588.42,No
CUST0196,Female,1,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,80.3,1913.65,No
CUST0197,Male,0,No,Yes,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,55.99,137.96,Yes
CUST0198,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,74.41,2590.19,No
CUST0199,Male,0,No,Yes,2,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,57.89,145.81,Yes
CUST0200,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.78,2323.72,No
CUST0201,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,28.18,546.82,No
CUST0202,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,82.58,1066.91,Yes
CUST0203,Female,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.19,804.29,No
CUST0204,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,101.63,3151.14,No
CUST0205,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,36.19,109,No
CUST0206,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,91.77,1934.79,No
CUST0207,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,81.95,310.79,No
CUST0208,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.98,2153.42,No
CUST0209,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,89.4,3047.99,Yes
CUST0210,Male,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,92.95,4654.27,Yes
CUST0211,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,80.83,958.5,Yes
CUST0212,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,92.31,1422.38,No
CUST0213,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.58,1374.63,No
CUST0214,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.59,1006.24,No
CUST0215,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,93.25,5973.23,No
CUST0216,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.95,943.96,Yes
CUST0217,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,72.67,476.8,No
CUST0218,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,102.86,446.89,Yes
CUST0219,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.83,3384.76,No
CUST0220,Male,0,No,Yes,7,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card,55.8,372.14,No
CUST0221,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,60.88,78.56,Yes
CUST0222,Female,1,No,Yes,26,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,84.45,2183.62,No
CUST0223,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,62.33,435.6,No
CUST0224,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,74,170.97,Yes
CUST0225,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,60.86,2862.14,No
CUST0226,Male,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18,51.81,No
CUST0227,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,106.86,1828.67,Yes
CUST0228,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.54,2329.56,No
CUST0229,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,25.13,25.02,No
CUST0230,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,54.6,1897.64,No
CUST0231,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.42,1215.03,No
CUST0232,Male,0,Yes,Yes,46,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,53.33,2445.11,No
CUST0233,Female,1,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,100.12,2531.24,No
CUST0234,Male,0,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card,59.05,1530.19,Yes
CUST0235,Male,0,No,No,30,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,71.69,2144.79,No
CUST0236,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,84.39,2435.15,No
CUST0237,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,98.81,881.95,Yes
CUST0238,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,94.99,1321.23,No
CUST0239,Male,1,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,70.99,223.46,No
CUST0240,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,80.57,2259.55,No
CUST0241,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.17,865.42,No
CUST0242,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,109.06,5106.97,Yes
CUST0243,Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,73.69,528.14,Yes
CUST0244,Male,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,39.84,1271.8,Yes
CUST0245,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,100.25,1486.47,Yes
CUST0246,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,37.48,971.1,No
CUST0247,Female,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,18,364.77,Yes
CUST0248,Male,1,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.95,3386.14,Yes
CUST0249,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,116.2,6173.44,Yes
CUST0250,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer,108.62,228.27,No
CUST0251,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,116.9,75.54,Yes
CUST0252,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,113.42,782.39,No
CUST0253,Male,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.4,4681.68,No
CUST0254,Female,1,No,No,29,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.11,1648.03,Yes
CUST0255,Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,27.58,609.7,No
CUST0256,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,72.24,1574.9,Yes
CUST0257,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,75.84,2511.56,No
CUST0258,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,31.91,12.73,Yes
CUST0259,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,69.51,56.6,Yes
CUST0260,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,109.28,135.03,No
CUST0261,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,89.96,2333.96,No
CUST0262,Male,1,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,84.52,4953.43,No
CUST0263,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,93.46,1043.65,Yes
CUST0264,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.55,2101.53,No
CUST0265,Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,89.77,425.92,Yes
CUST0266,Female,0,Yes,No,72,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.51,4997.48,Yes
CUST0267,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,29.53,418,No
CUST0268,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.15,2148.26,No
CUST0269,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,32.68,570.77,Yes
CUST0270,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,42.81,391.61,No
CUST0271,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,109.46,2535.57,No
CUST0272,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.38,316.72,No
CUST0273,Male,1,No,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,79.35,1421.44,No
CUST0274,Female,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.28,114.76,Yes
CUST0275,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,121.58,602.51,No
CUST0276,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,105.83,1265.87,No
CUST0277,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card,112.79,5747.46,No
CUST0278,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,110.53,317.91,No
CUST0279,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.63,2349.33,No
CUST0280,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card,101.76,3379.48,Yes
CUST0281,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,78.53,939.66,No
CUST0282,Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.3,1264.85,Yes
CUST0283,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,54.23,447.85,No
CUST0284,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,96.74,1475.16,No
CUST0285,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,96.76,5035.3,No
CUST0286,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,24.22,727.91,No
CUST0287,Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,79.87,1278.23,No
CUST0288,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card,84.71,3636.46,No
CUST0289,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.87,274.95,No
CUST0290,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer,104.83,1702,No
CUST0291,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,78.08,5645.84,Yes
CUST0292,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.25,6977.59,Yes
CUST0293,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.15,379.88,No
CUST0294,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,55.65,1246.81,No
CUST0295,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.28,787.86,Yes
CUST0296,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.86,497.13,No
CUST0297,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,123.09,2589.22,No
CUST0298,Male,0,No,No,17,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,63.36,1088.96,Yes
CUST0299,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.8,0,Yes
CUST0300,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,71.35,5150.74,No
CUST0301,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,73.36,584.73,No
CUST0302,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.7,2143.27,Yes
CUST0303,Male,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer,63.51,2317.92,No
CUST0304,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,116.4,6870.64,Yes
CUST0305,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.02,499.75,No
CUST0306,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,87.88,3421.99,Yes
CUST0307,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.01,2169.96,Yes
CUST0308,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,32.13,32.51,No
CUST0309,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,101.16,3010.74,No
CUST0310,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,93.14,0,Yes
CUST0311,Male,0,Yes,Yes,45,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.9,2910.77,No
CUST0312,Female,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18,242.43,Yes
CUST0313,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,96.58,5810.61,No
CUST0314,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.37,182.87,Yes
CUST0315,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.88,1882.96,No
CUST0316,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.05,221.78,No
CUST0317,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,68.17,349.73,Yes
CUST0318,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,105.61,7095.02,No
CUST0319,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,82.48,245.81,Yes
CUST0320,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer,69.34,811.62,No
CUST0321,Female,0,No,Yes,31,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,63.33,1972.48,No
CUST0322,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,33.92,300.25,No
CUST0323,Female,1,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,109.01,1206.77,Yes
CUST0324,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,83.26,5974.76,No
CUST0325,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,35.41,621.88,No
CUST0326,Female,1,No,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,72.21,2216.51,No
CUST0327,Female,1,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,96.04,2687.62,Yes
CUST0328,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,69.7,2169.8,No
CUST0329,Male,0,No,No,18,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,58.49,1061.24,Yes
CUST0330,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,77.61,1457.33,No
CUST0331,Female,1,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer,76.06,1982.79,No
CUST0332,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,99.85,2569.05,No
CUST0333,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,75.32,2300.77,No
CUST0334,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.59,64.56,Yes
CUST0335,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,71.36,144.27,No
CUST0336,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,107.46,1256.3,Yes
CUST0337,Female,0,Yes,Yes,15,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,75.44,1139.52,Yes
CUST0338,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,80.49,5820.24,Yes
CUST0339,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,92.13,6651.88,No
CUST0340,Male,0,No,No,70,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,67.76,4750.01,No
CUST0341,Female,0,No,No,27,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,68.36,1813.25,No
CUST0342,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.88,145.91,Yes
CUST0343,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,103.08,1338.3,No
CUST0344,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card,74.08,2208.59,No
CUST0345,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,100.1,104.89,No
CUST0346,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.41,1239.24,No
CUST0347,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.41,27.11,Yes
CUST0348,Female,1,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.97,3622.28,Yes
CUST0349,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,69.55,69.63,Yes
CUST0350,Female,1,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,106.61,3619.14,Yes
CUST0351,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.34,932.6,No
CUST0352,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,110.41,1887.92,Yes
CUST0353,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,105.32,905.07,No
CUST0354,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,28.05,1322.12,No
CUST0355,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,69.88,297.89,Yes
CUST0356,Male,0,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card,66.45,107.73,Yes
CUST0357,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,84.32,1841.07,No
CUST0358,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,100.66,1218.61,No
CUST0359,Male,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,66.32,1509.57,Yes
